X1_1,resid,hhid,mail,vote2006,vote2008,vote2010,vote2011,vote2012,vote2014,d_age,age_miss,d_gend_female,d_gend_unknown,d_race_blk,d_race_hsp,d_race_oth,d_days,days_miss,sdef,never_voted,open,vote_year
17038,17038,2324,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2360,0,0,1,0,0
17040,17040,8856,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2461,0,0,1,0,0
17043,17043,1891,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1786,0,1,1,1,0
17048,17048,2671,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1184,0,1,1,0,0
17049,17049,14677,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1145,0,1,1,0,0
17051,17051,5260,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,193,0,0,1,0,0
17052,17052,17302,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1279,0,1,1,0,0
17054,17054,8905,1,0,0,0,0,0,0,36,0,0,1,1,0,0,2150,0,1,1,1,0
17055,17055,17200,1,0,0,0,0,0,0,48,0,0,0,1,0,0,1575,0,1,1,1,0
17057,17057,14223,1,0,0,0,0,1,0,40.967773,1,1,0,1,0,0,896,0,0,0,0,2012
17060,17060,3583,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1202,0,1,1,0,0
17061,17061,18516,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1488,0,1,1,0,0
17064,17064,16172,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2099,0,1,1,0,0
17067,17067,2009,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,1,1790,0,1,1,0,0
17069,17069,12974,1,0,0,0,0,0,0,51,0,0,0,1,0,0,1169,0,1,1,0,0
17076,17076,11116,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1495,0,1,1,0,0
17081,17081,15056,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,-135,0,0,1,0,0
17084,17084,4795,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1148,0,1,1,1,0
17086,17086,16552,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,-87,0,0,1,0,0
17090,17090,2980,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1177,0,1,1,1,0
17094,17094,3119,1,0,0,0,0,0,0,23,0,1,0,1,0,0,1278,0,1,1,1,0
17095,17095,14846,1,0,0,0,0,0,0,29,0,0,0,1,0,0,1506,0,1,1,1,0
17099,17099,10876,1,0,0,0,0,0,0,23,0,1,0,1,0,0,466,0,0,1,0,0
17100,17100,16439,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1793,0,1,1,1,0
17101,17101,9347,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1700,0,1,1,1,0
17106,17106,962,1,0,0,0,0,0,0,28,0,1,0,0,0,0,620,0,0,1,0,0
17109,17109,15908,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1391,0,1,1,0,0
17111,17111,14492,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,798,0,0,0,0,0
17113,17113,16559,1,0,0,0,0,0,0,22,0,1,0,1,0,0,1141,0,1,1,1,0
17115,17115,1297,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1511,0,1,1,0,0
17116,17116,7079,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,2461,0,0,1,1,0
17118,17118,101,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1993,0,1,1,0,0
17120,17120,1185,1,0,0,0,0,0,0,22,0,0,0,1,0,0,789,0,1,1,1,0
17121,17121,8944,1,0,0,0,0,1,0,40.967773,1,0,0,1,0,0,1300,0,0,0,0,2012
17125,17125,9997,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1524,0,1,1,0,0
17126,17126,12099,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,759,0,0,1,1,0
17128,17128,15262,1,1,1,0,0,1,0,54,0,0,0,1,0,0,1494,0,0,0,0,2012
17129,17129,5653,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1414,0,1,1,0,0
17130,17130,3110,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2461,0,0,1,1,0
17131,17131,11134,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1303,0,1,1,1,0
17133,17133,10053,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1917,0,1,1,1,0
17135,17135,18036,1,0,0,0,0,0,0,23,0,1,0,1,0,0,1140,0,1,1,1,0
17136,17136,1898,1,0,0,0,0,0,0,52,0,1,0,0,0,0,127,0,0,1,1,0
17143,17143,6737,1,0,0,0,0,0,0,71,0,1,0,0,0,0,2101,0,1,1,0,0
17145,17145,3813,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1310,0,1,1,0,0
17153,17153,8711,1,0,0,0,0,0,0,60,0,0,1,1,0,0,630,0,0,1,0,0
17154,17154,18706,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1159,0,0,1,1,0
17158,17158,14860,1,0,0,0,0,0,0,26,0,0,0,1,0,0,1399,0,1,1,0,0
17163,17163,11143,1,0,0,0,0,0,0,24,0,0,0,1,0,0,1462,0,1,1,1,0
17169,17169,10271,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1167,0,1,1,0,0
17174,17174,15723,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1883,0,1,1,0,0
17180,17180,12292,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1496,0,1,1,0,0
17182,17182,6871,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1251,0,1,1,0,0
17183,17183,3691,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1742,0,1,1,1,0
17184,17184,1229,1,0,0,0,0,0,0,64,0,0,0,0,0,0,1496,0,1,1,0,0
17186,17186,12839,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1237,0,1,1,1,0
17187,17187,12727,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1744,0,1,1,1,0
17188,17188,9813,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2287,0,0,1,0,0
17189,17189,9941,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1867,0,1,1,1,0
17193,17193,799,1,0,0,0,0,0,0,25,0,0,0,1,0,0,2181,0,1,1,0,0
17198,17198,16529,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,549,0,0,1,0,0
17199,17199,14143,1,0,0,0,0,0,0,32,0,1,0,1,0,0,1882,0,1,1,1,0
17204,17204,35,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1379,0,1,1,1,0
17208,17208,9752,1,0,0,0,0,0,0,26,0,0,1,1,0,0,2463,0,0,1,1,0
17211,17211,7809,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1530,0,1,1,1,0
17213,17213,1355,1,0,0,0,0,0,0,42,0,1,0,0,0,0,-195,0,0,1,0,0
17216,17216,2976,1,0,0,0,0,0,0,47,0,0,0,1,0,0,861,0,1,1,0,0
17223,17223,10762,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1314,0,1,1,0,0
17230,17230,15254,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,376,0,0,1,1,0
17233,17233,12898,1,0,1,0,0,0,0,32,0,1,0,0,0,0,1155,0,0,0,0,2008
17239,17239,17224,1,0,0,0,0,0,0,23,0,1,0,1,0,0,1362,0,1,1,1,0
17240,17240,8998,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1166,0,1,1,0,0
17242,17242,17608,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1981,0,1,1,0,0
17243,17243,15210,1,0,0,0,0,0,0,49,0,0,0,1,0,0,1491,0,1,1,0,0
17246,17246,15855,1,0,0,0,0,0,0,38,0,0,0,0,0,0,1205,0,1,1,0,0
17250,17250,11481,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1222,0,1,1,1,0
17251,17251,8930,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2227,0,0,1,1,0
17258,17258,3683,1,0,0,0,0,0,0,40.967773,1,1,0,0,1,0,2463,0,0,1,0,0
17259,17259,16412,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1218,0,1,1,1,0
17264,17264,14762,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1237,0,1,1,1,0
17273,17273,4683,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,760,0,0,1,0,0
17275,17275,5230,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2223,0,0,1,1,0
17277,17277,1182,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1644,0,1,1,0,0
17278,17278,6283,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1895,0,1,1,0,0
17279,17279,37,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1622,0,1,1,1,0
17289,17289,11597,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,109,0,0,1,1,0
17291,17291,3,1,0,0,0,0,0,0,25,0,1,0,1,0,0,1665,0,1,1,1,0
17293,17293,3432,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2461,0,0,1,0,0
17298,17298,6184,1,0,0,0,0,0,0,24,0,0,0,0,1,0,1974,0,1,1,1,0
17300,17300,13817,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2100,0,1,1,0,0
17302,17302,7060,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2279,0,0,1,0,0
17305,17305,8564,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1495,0,1,1,1,0
17306,17306,13891,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2222,0,0,1,0,0
17307,17307,4944,1,0,0,0,0,0,0,23,0,1,0,0,0,0,875,0,1,1,0,0
17315,17315,14147,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1166,0,1,1,1,0
17316,17316,9314,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1268,0,1,1,0,0
17318,17318,2440,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1145,0,1,1,0,0
17319,17319,10038,1,0,0,0,0,0,0,42,0,1,0,0,0,0,1509,0,1,1,0,0
17322,17322,3451,1,0,0,0,0,0,0,32,0,0,0,0,0,0,2521,0,0,0,0,0
17323,17323,102,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,937,0,1,1,1,0
17325,17325,14428,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1253,0,1,1,1,0
17326,17326,14069,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1128,0,1,1,1,0
17327,17327,7287,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1224,0,1,1,1,0
17328,17328,7445,1,0,0,0,0,0,0,57,0,0,1,0,0,0,2303,0,0,1,0,0
17338,17338,9062,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1251,0,1,1,0,0
17339,17339,4066,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1853,0,1,1,0,0
17344,17344,18737,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1458,0,1,1,1,0
17348,17348,7978,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1285,0,1,1,0,0
17350,17350,12890,1,0,0,0,0,0,0,55,0,0,0,1,0,0,2278,0,0,1,1,0
17354,17354,7114,1,0,0,0,0,0,0,38,0,1,0,1,0,0,729,0,0,1,0,0
17356,17356,17078,1,0,0,0,0,0,0,23,0,0,0,1,0,0,1246,0,1,1,0,0
17367,17367,6878,1,0,0,0,0,0,0,26,0,1,0,1,0,0,323,0,0,1,1,0
17368,17368,9239,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1615,0,1,1,0,0
17374,17374,9050,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1386,0,1,1,0,0
17375,17375,1719,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1008,0,1,1,1,0
17377,17377,2725,1,0,0,0,0,1,0,40.967773,1,0,0,0,0,0,1978,0,0,0,0,2012
17386,17386,1388,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2127,0,1,1,1,0
17389,17389,2184,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1783,0,1,1,0,0
17392,17392,5983,1,0,0,0,0,0,0,24,0,1,0,1,0,0,1358,0,0,1,1,0
17397,17397,13912,1,0,0,0,0,1,0,33,0,0,0,1,0,0,1252,0,0,0,0,2012
17399,17399,4155,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2318,0,0,1,0,0
17404,17404,6931,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,0,0
17405,17405,13738,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,-343,0,0,1,1,0
17406,17406,4251,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,759,0,0,1,1,0
17412,17412,7706,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2055,0,1,1,0,0
17413,17413,10833,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2224,0,0,1,1,0
17418,17418,1721,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1215,0,1,1,0,0
17421,17421,5882,1,0,0,0,0,0,0,33,0,1,0,0,0,0,2113,0,1,1,0,0
17429,17429,5389,1,0,0,0,0,0,0,54,0,0,0,1,0,0,306,0,0,1,0,0
17432,17432,14835,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1252,0,1,1,1,0
17433,17433,7729,1,0,0,0,0,0,0,22,0,0,0,1,0,0,1007,0,1,1,0,0
17434,17434,13071,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2225,0,0,1,0,0
17438,17438,13792,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2416,0,0,1,0,0
17439,17439,17001,1,0,0,0,0,0,0,40.967773,1,0,0,0,1,0,1548,0,1,1,0,0
17440,17440,4148,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1294,0,1,1,1,0
17447,17447,9666,1,0,0,0,0,0,0,23,0,1,0,1,0,0,1232,0,1,1,0,0
17452,17452,9771,1,0,0,0,0,0,0,22,0,1,0,1,0,0,21,0,0,1,1,0
17453,17453,12947,1,0,1,0,0,0,0,40.967773,1,1,0,1,0,0,1239,0,0,0,0,2008
17454,17454,11211,1,0,0,0,0,0,0,50,0,0,1,1,0,0,245,0,0,1,1,0
17455,17455,11562,1,0,0,0,0,0,0,23,0,0,0,1,0,0,1495,0,1,1,0,0
17467,17467,18637,1,0,0,0,0,0,0,59,0,1,0,1,0,0,1203,0,1,1,0,0
17473,17473,9744,1,0,0,0,0,0,0,89,0,0,0,0,0,0,1201,0,1,1,0,0
17474,17474,7105,1,0,0,0,0,0,0,65,0,0,0,1,0,0,-196,0,0,1,0,0
17479,17479,12223,1,0,0,0,0,0,0,27,0,0,0,1,0,0,2521,0,0,0,0,0
17482,17482,5738,1,0,0,0,0,0,0,55,0,1,0,1,0,0,1264,0,1,1,0,0
17483,17483,2762,1,0,0,0,0,0,0,45,0,0,0,1,0,0,764,0,0,1,0,0
17484,17484,18264,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1812,0,1,1,0,0
17488,17488,4298,1,0,0,0,0,0,0,38,0,0,0,1,0,0,1533,0,1,1,0,0
17490,17490,7691,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1180,0,1,1,0,0
17495,17495,10650,1,0,0,0,0,0,0,31,0,1,0,1,0,0,1022,0,1,1,0,0
17502,17502,16574,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1275,0,1,1,0,0
17505,17505,759,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1554,0,1,1,0,0
17512,17512,7306,1,0,0,0,0,0,0,29,0,0,0,1,0,0,784,0,1,1,1,0
17513,17513,47,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,68,0,0,1,0,0
17517,17517,16749,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1800,0,1,1,1,0
17519,17519,13958,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,547,0,0,1,0,0
17523,17523,17042,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1140,0,1,1,1,0
17526,17526,2883,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1477,0,1,1,1,0
17527,17527,16968,1,0,0,0,0,0,0,50,0,1,0,1,0,0,1373,0,1,1,0,0
17528,17528,10887,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2526,0,0,1,0,0
17530,17530,8765,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1806,0,1,1,0,0
17539,17539,11995,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1197,0,1,1,0,0
17540,17540,14780,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1225,0,1,1,0,0
17542,17542,11153,1,1,1,1,1,1,0,40.967773,1,1,0,0,0,0,1301,0,0,0,0,2012
17543,17543,3650,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1552,0,1,1,0,0
17544,17544,4169,1,0,0,0,0,0,0,54,0,0,0,1,0,0,1141,0,1,1,0,0
17546,17546,9119,1,0,0,0,0,0,0,62,0,1,0,1,0,0,1891,0,1,1,0,0
17547,17547,13703,1,0,0,0,0,0,0,62,0,0,0,0,0,0,1972,0,1,1,0,0
17548,17548,12756,1,0,0,0,1,0,0,55,0,0,0,0,0,0,2085,0,0,0,1,2011
17552,17552,16691,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1749,0,1,1,1,0
17560,17560,11210,1,0,0,0,0,0,0,21,0,0,0,1,0,0,242,0,0,1,1,0
17563,17563,11682,1,0,0,0,0,0,0,43,0,1,0,1,0,0,1648,0,1,1,0,0
17566,17566,14585,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1222,0,1,1,0,0
17567,17567,3315,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1758,0,1,1,0,0
17568,17568,5449,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1351,0,1,1,1,0
17570,17570,9088,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2273,0,0,1,0,0
17573,17573,3227,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2465,0,0,1,0,0
17578,17578,11850,1,0,0,0,0,0,0,64,0,0,0,1,0,0,1632,0,1,1,1,0
17581,17581,16346,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2503,0,0,0,0,0
17585,17585,7605,1,0,0,0,0,0,0,53,0,0,0,1,0,0,1554,0,1,1,0,0
17587,17587,14887,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1280,0,1,1,1,0
17588,17588,4409,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1268,0,1,1,0,0
17590,17590,1787,1,0,0,0,0,0,0,23,0,0,0,1,0,0,1328,0,1,1,1,0
17591,17591,8901,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1267,0,1,1,0,0
17595,17595,8488,1,0,0,0,0,0,0,37,0,0,0,1,0,0,1714,0,1,1,0,0
17598,17598,11463,1,0,0,0,0,0,0,25,0,1,0,1,0,0,1820,0,1,1,0,0
17599,17599,17651,1,0,0,0,0,0,0,37,0,1,0,1,0,0,-156,0,0,1,0,0
17605,17605,1361,1,0,0,0,0,0,0,24,0,1,0,0,0,0,759,0,0,1,1,0
17606,17606,7059,1,0,0,0,0,0,0,59,0,1,0,1,0,0,760,0,0,1,1,0
17610,17610,16136,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1720,0,0,1,1,0
17612,17612,600,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1722,0,1,1,1,0
17619,17619,15409,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1303,0,1,1,1,0
17629,17629,9906,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,0,0
17643,17643,15135,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1545,0,1,1,1,0
17646,17646,12630,1,0,0,0,0,0,0,24,0,1,0,0,0,0,1705,0,1,1,1,0
17649,17649,13928,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1915,0,1,1,0,0
17658,17658,1049,1,0,0,0,0,0,0,44,0,1,0,1,0,0,2453,0,0,1,1,0
17664,17664,13160,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2461,0,0,0,1,0
17669,17669,8491,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,491,0,0,1,1,0
17671,17671,6125,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1530,0,1,1,1,0
17673,17673,10209,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1026,0,1,1,1,0
17680,17680,16647,1,0,0,0,0,0,0,28,0,1,0,1,0,0,1141,0,1,1,0,0
17688,17688,8220,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1621,0,1,1,1,0
17694,17694,3578,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1147,0,1,1,0,0
17697,17697,1888,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1425,0,1,1,0,0
17700,17700,10677,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1260,0,1,1,0,0
17707,17707,6070,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1553,0,1,1,1,0
17708,17708,4176,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1341,0,1,1,0,0
17714,17714,8168,1,0,0,0,0,0,0,58,0,0,0,1,0,0,-405,0,0,1,1,0
17715,17715,14778,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1141,0,1,1,0,0
17716,17716,4675,1,0,1,0,0,0,0,46,0,1,0,1,0,0,2217,0,0,0,1,2008
17720,17720,9621,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2433,0,0,1,0,0
17721,17721,803,1,0,0,1,0,0,0,23,0,0,1,1,0,0,1294,0,0,0,1,2010
17726,17726,16210,1,0,0,0,0,0,0,36,0,1,0,0,0,0,1939,0,1,1,1,0
17728,17728,11914,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2247,0,0,1,1,0
17731,17731,7003,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,713,0,0,1,0,0
17732,17732,8756,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,907,0,1,1,0,0
17734,17734,15923,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2461,0,0,1,0,0
17738,17738,17338,1,0,0,0,0,0,0,45,0,0,0,1,0,0,1273,0,1,1,0,0
17740,17740,7147,1,0,0,0,0,0,0,24,0,0,0,1,0,0,2175,0,1,1,1,0
17741,17741,4346,1,0,0,0,0,0,0,48,0,0,0,0,0,0,1330,0,1,1,0,0
17742,17742,14406,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1466,0,1,1,1,0
17744,17744,12954,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,764,0,0,1,0,0
17745,17745,4995,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,1,0
17754,17754,7885,1,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,2464,0,0,1,0,0
17757,17757,9785,1,0,0,0,0,0,0,81,0,0,0,1,0,0,1222,0,1,1,0,0
17758,17758,17459,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1595,0,1,1,1,0
17766,17766,5636,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1268,0,1,1,0,0
17769,17769,17686,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1223,0,0,1,1,0
17770,17770,166,1,0,0,0,0,0,0,25,0,0,0,1,0,0,1807,0,1,1,0,0
17771,17771,11610,1,0,0,0,0,0,0,46,0,1,0,1,0,0,441,0,0,1,1,0
17775,17775,17780,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1651,0,1,1,0,0
17777,17777,14962,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1993,0,1,1,1,0
17778,17778,13884,1,0,0,0,0,0,0,42,0,0,0,1,0,0,1221,0,1,1,0,0
17781,17781,15989,1,0,0,0,0,0,0,25,0,0,0,1,0,0,1251,0,1,1,0,0
17782,17782,17375,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1911,0,1,1,1,0
17783,17783,1271,1,0,0,0,0,0,0,26,0,1,0,1,0,0,1324,0,1,1,0,0
17790,17790,14432,1,0,0,0,0,0,0,23,0,0,1,1,0,0,1344,0,1,1,1,0
17791,17791,8305,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1911,0,1,1,1,0
17797,17797,15038,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,504,0,0,1,1,0
17798,17798,2641,1,0,0,0,0,0,0,34,0,0,1,1,0,0,1190,0,1,1,1,0
17801,17801,4979,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1253,0,1,1,0,0
17802,17802,2408,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1828,0,1,1,0,0
17804,17804,16491,1,0,0,0,0,0,0,28,0,0,0,0,0,0,816,0,1,1,0,0
17807,17807,4048,1,0,0,0,0,0,0,53,0,0,0,1,0,0,1407,0,1,1,1,0
17816,17816,17571,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1426,0,1,1,1,0
17817,17817,10241,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2461,0,0,1,0,0
17824,17824,9092,1,0,0,0,0,0,0,34,0,1,0,1,0,0,2463,0,0,1,1,0
17828,17828,14135,1,0,0,0,0,0,0,31,0,0,0,1,0,0,764,0,0,1,1,0
17840,17840,11220,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2237,0,0,1,1,0
17842,17842,14773,1,0,0,0,0,0,0,86,0,1,0,1,0,0,2461,0,0,0,0,0
17843,17843,5749,1,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1995,0,1,1,1,0
17847,17847,15781,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1611,0,1,1,1,0
17848,17848,6612,1,0,0,0,0,0,0,58,0,1,0,1,0,0,1680,0,1,1,0,0
17849,17849,12428,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1225,0,1,1,0,0
17850,17850,3958,1,0,0,0,0,0,0,57,0,0,0,1,0,0,1946,0,1,1,0,0
17852,17852,16073,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1460,0,1,1,1,0
17854,17854,2181,1,0,0,0,0,0,0,70,0,1,0,1,0,0,2036,0,1,1,1,0
17855,17855,17105,1,0,0,0,0,0,0,50,0,1,0,1,0,0,1933,0,1,1,0,0
17857,17857,16403,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1217,0,1,1,1,0
17865,17865,10032,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1530,0,1,1,0,0
17875,17875,15794,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,1,1,0
17888,17888,9767,1,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1237,0,1,1,0,0
17891,17891,11302,1,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,580,0,0,1,1,0
17892,17892,15382,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1104,0,1,1,0,0
17894,17894,3092,1,0,1,0,0,0,0,56,0,0,0,1,0,0,2225,0,0,0,1,2008
17898,17898,6455,1,0,1,0,0,1,0,65,0,0,0,1,0,0,2463,0,0,0,1,2012
17899,17899,6377,1,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2301,0,0,1,1,0
