X1_1,resid,hhid,mail,vote2006,vote2008,vote2010,vote2011,vote2012,vote2014,d_age,age_miss,d_gend_female,d_gend_unknown,d_race_blk,d_race_hsp,d_race_oth,d_days,days_miss,sdef,never_voted,open,vote_year
7499,7499,4939,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1845,0,1,1,0,0
7501,7501,13233,0,0,0,0,0,0,0,41,0,1,0,0,0,0,2190,0,1,1,0,0
7502,7502,2434,0,0,0,0,0,0,0,46,0,1,0,1,0,0,1636,0,1,1,0,0
7505,7505,1063,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1315,0,1,1,0,0
7508,7508,4595,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1245,0,1,1,0,0
7512,7512,11139,0,0,0,0,0,0,1,23,0,1,0,1,0,0,1369,0,1,1,0,2014
7514,7514,10548,0,0,0,0,0,0,0,27,0,0,1,1,0,0,1558,0,1,1,0,0
7516,7516,7514,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1693,0,1,1,0,0
7517,7517,8177,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2233,0,0,1,0,0
7518,7518,17879,0,0,0,0,0,0,0,29,0,0,0,1,0,0,2009,0,1,1,0,0
7519,7519,16934,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1695,0,1,1,0,0
7520,7520,5072,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,35,0,0,1,0,0
7521,7521,6421,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1629,0,1,1,0,0
7522,7522,18632,0,1,1,1,1,1,1,54,0,0,0,0,0,0,183,0,0,0,0,2014
7523,7523,12852,0,0,0,0,0,0,0,33,0,1,0,0,0,0,1274,0,1,1,0,0
7524,7524,18852,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1306,0,1,1,0,0
7525,7525,16211,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2045,0,1,1,0,0
7526,7526,4379,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1268,0,1,1,0,0
7527,7527,14296,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,658,0,0,1,0,0
7528,7528,15182,0,0,0,0,0,0,0,37,0,0,0,1,0,0,564,0,0,1,0,0
7529,7529,13461,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1944,0,1,1,0,0
7530,7530,10811,0,0,0,0,0,0,0,28,0,0,0,1,0,0,2223,0,0,1,0,0
7531,7531,5063,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,1,2162,0,1,1,0,0
7533,7533,3585,0,0,0,0,0,0,1,55,0,0,0,0,0,0,2044,0,1,1,0,2014
7535,7535,9416,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1222,0,1,1,0,0
7536,7536,15198,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1188,0,1,1,0,0
7539,7539,1612,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1841,0,1,1,0,0
7540,7540,9606,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,437,0,0,1,0,0
7541,7541,4914,0,0,0,0,0,0,0,32,0,0,1,1,0,0,1350,0,1,1,0,0
7544,7544,10388,0,0,0,0,0,0,0,22,0,0,0,1,0,0,587,0,0,1,0,0
7545,7545,18026,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2223,0,0,1,0,0
7546,7546,12201,0,0,0,0,0,0,0,49,0,0,0,1,0,0,2219,0,0,1,0,0
7547,7547,4493,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2455,0,0,1,0,0
7548,7548,12498,0,0,0,0,0,0,0,51,0,0,0,1,0,0,756,0,0,1,0,0
7549,7549,17871,0,0,0,0,0,0,0,23,0,0,0,1,0,0,1494,0,1,1,0,0
7550,7550,6167,0,0,0,0,0,0,0,68,0,1,0,1,0,0,1477,0,1,1,0,0
7551,7551,3801,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1464,0,1,1,0,0
7553,7553,17525,0,0,0,0,0,0,0,27,0,1,0,1,0,0,1736,0,1,1,0,0
7554,7554,932,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1687,0,1,1,0,0
7557,7557,9837,0,0,0,0,0,0,0,21,0,0,0,1,0,0,880,0,1,1,0,0
7558,7558,7362,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2016,0,1,1,0,0
7559,7559,3840,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,1,1474.3691,1,0,1,0,0
7560,7560,11669,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2463,0,0,0,0,0
7561,7561,7586,0,0,0,0,0,0,0,20,0,1,0,1,0,0,207,0,0,1,0,0
7562,7562,8088,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1455,0,1,1,0,0
7564,7564,360,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1280,0,1,1,0,0
7565,7565,16514,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1561,0,1,1,0,0
7566,7566,9326,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,0,0,0
7568,7568,13308,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1177,0,1,1,0,0
7569,7569,7155,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2433,0,0,1,0,0
7571,7571,16729,0,0,0,0,0,0,0,27,0,0,0,1,0,0,1574,0,1,1,0,0
7572,7572,904,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1342,0,1,1,0,0
7574,7574,6003,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1957,0,1,1,0,0
7575,7575,17622,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2535,0,0,1,0,0
7576,7576,2150,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,1,1474.3691,1,0,1,0,0
7577,7577,2670,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,657,0,0,1,0,0
7578,7578,4127,0,0,0,0,0,0,0,84,0,1,0,0,0,0,1671,0,1,1,0,0
7579,7579,15984,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1429,0,1,1,0,0
7581,7581,9818,0,0,0,0,0,0,0,27,0,1,0,1,0,0,-430,0,0,1,0,0
7582,7582,9060,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1419,0,1,1,0,0
7583,7583,5938,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,1,1474.3691,1,0,1,0,0
7584,7584,2699,0,0,0,0,0,0,0,49,0,0,0,0,1,0,2505,0,0,0,0,0
7585,7585,16003,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1513,0,1,1,0,0
7586,7586,17016,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1174,0,1,1,0,0
7587,7587,12155,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1755,0,1,1,0,0
7588,7588,13109,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1212,0,1,1,0,0
7589,7589,11704,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2463,0,0,1,0,0
7590,7590,13502,0,1,1,1,1,1,1,40.967773,1,0,0,0,0,0,1169,0,0,0,0,2014
7591,7591,18553,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1163,0,1,1,0,0
7593,7593,4245,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1575,0,1,1,0,0
7594,7594,13995,0,0,0,0,0,0,0,29,0,0,0,1,0,0,1780,0,1,1,0,0
7599,7599,9182,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2222,0,0,1,0,0
7600,7600,5812,0,0,0,0,0,0,0,58,0,0,0,1,0,0,2461,0,0,1,0,0
7601,7601,13589,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1548,0,1,1,0,0
7602,7602,6856,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1518,0,1,1,0,0
7603,7603,12908,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,952,0,1,1,0,0
7604,7604,3930,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,2554,0,0,0,0,0
7605,7605,18243,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1163,0,1,1,0,0
7606,7606,9911,0,0,0,0,0,0,0,54,0,0,0,0,0,0,2071,0,1,1,0,0
7607,7607,13099,0,0,0,0,0,0,0,23,0,1,0,1,0,0,1264,0,1,1,0,0
7609,7609,12723,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1870,0,1,1,0,0
7611,7611,3556,0,0,0,0,0,0,0,45,0,0,0,1,0,0,1559,0,1,1,0,0
7613,7613,14181,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1331,0,1,1,0,0
7614,7614,4094,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1251,0,1,1,0,0
7615,7615,1488,0,0,0,0,0,1,1,40.967773,1,0,0,0,0,0,788,0,0,0,0,2014
7616,7616,15793,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,685,0,0,1,0,0
7617,7617,12,0,0,1,0,1,1,1,40.967773,1,0,0,0,0,0,133,0,0,0,0,2014
7619,7619,13274,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1264,0,1,1,0,0
7620,7620,17135,0,0,0,0,0,0,0,50,0,0,0,1,0,0,1258,0,1,1,0,0
7621,7621,7052,0,0,0,0,0,0,0,54,0,0,0,1,0,0,1280,0,1,1,0,0
7622,7622,14510,0,0,0,0,0,0,0,47,0,0,1,1,0,0,2010,0,1,1,0,0
7623,7623,18323,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1264,0,1,1,0,0
7625,7625,18183,0,0,0,0,0,0,0,23,0,0,1,1,0,0,1292,0,1,1,0,0
7626,7626,4377,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,763,0,0,1,0,0
7628,7628,5040,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,2014,0,1,1,0,0
7629,7629,10201,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1293,0,1,1,0,0
7630,7630,9677,0,0,0,0,0,0,0,24,0,0,0,1,0,0,1203,0,1,1,0,0
7631,7631,13763,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2465,0,0,1,0,0
7633,7633,14973,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1422,0,1,1,0,0
7634,7634,18889,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1162,0,1,1,0,0
7636,7636,7941,0,0,0,0,0,0,0,50,0,0,0,1,0,0,1124,0,1,1,0,0
7637,7637,3347,0,0,0,0,0,0,0,23,0,0,1,1,0,0,1271,0,1,1,0,0
7639,7639,14398,0,0,1,0,0,0,0,54,0,0,0,1,0,0,-198,0,0,0,0,2008
7640,7640,13216,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1252,0,1,1,0,0
7641,7641,5458,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1748,0,1,1,0,0
7642,7642,17872,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2465,0,0,1,0,0
7643,7643,8451,0,0,0,0,0,0,0,45,0,0,0,1,0,0,1225,0,1,1,0,0
7644,7644,14839,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1974,0,1,1,0,0
7646,7646,8584,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2279,0,0,1,0,0
7647,7647,15141,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1580,0,1,1,0,0
7650,7650,5661,0,0,0,0,0,0,0,24,0,0,0,1,0,0,1223,0,1,1,0,0
7651,7651,2881,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1741,0,1,1,0,0
7652,7652,17799,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1596,0,1,1,0,0
7653,7653,4659,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1547,0,1,1,0,0
7654,7654,4567,0,0,0,0,0,0,0,46,0,1,0,1,0,0,1499,0,1,1,0,0
7661,7661,16469,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1588,0,1,1,0,0
7662,7662,8452,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,0,482,0,0,1,0,0
7663,7663,14610,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1428,0,1,1,0,0
7664,7664,4487,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1239,0,1,1,0,0
7665,7665,5670,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1671,0,1,1,0,0
7667,7667,5104,0,0,1,0,0,0,0,40.967773,1,0,0,1,0,0,1272,0,0,0,0,2008
7668,7668,6809,0,0,0,0,0,0,0,77,0,1,0,0,0,0,2461,0,0,0,0,0
7670,7670,16611,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1964,0,1,1,0,0
7671,7671,14110,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1483,0,1,1,0,0
7673,7673,17438,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1828,0,1,1,0,0
7674,7674,18793,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2008,0,0,1,0,0
7675,7675,13557,0,0,1,0,1,1,0,41,0,0,0,1,0,0,1204,0,0,0,0,2012
7676,7676,9991,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,0,1086,0,1,1,0,0
7677,7677,12181,0,0,1,1,0,1,0,63,0,0,1,0,0,0,666,0,0,0,0,2012
7678,7678,16962,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1316,0,1,1,0,0
7679,7679,2522,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1590,0,1,1,0,0
7680,7680,3999,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2223,0,0,1,0,0
7683,7683,3159,0,0,0,0,0,0,0,26,0,0,0,1,0,0,1498,0,1,1,0,0
7686,7686,1209,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2454,0,0,1,0,0
7687,7687,12371,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1058,0,1,1,0,0
7689,7689,6959,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1671,0,1,1,0,0
7691,7691,14285,0,0,0,0,0,0,0,68,0,1,0,1,0,0,2153,0,1,1,0,0
7692,7692,6368,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1260,0,1,1,0,0
7693,7693,13052,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2232,0,0,1,0,0
7694,7694,401,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1961,0,1,1,0,0
7695,7695,15213,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1217,0,1,1,0,0
7696,7696,9461,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1568,0,1,1,0,0
7697,7697,12859,0,0,0,0,0,0,0,54,0,0,0,0,0,0,155,0,0,1,0,0
7699,7699,2676,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1369,0,1,1,0,0
7700,7700,16236,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,-232,0,0,1,0,0
7701,7701,2691,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1267,0,1,1,0,0
7702,7702,4686,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,8,0,0,1,0,0
7704,7704,11658,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2236,0,0,1,0,0
7705,7705,12163,0,0,0,0,0,0,0,56,0,1,0,0,0,0,2463,0,0,1,0,0
7706,7706,14361,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,137,0,0,1,0,0
7707,7707,17420,0,0,0,0,0,0,0,35,0,1,0,1,0,0,551,0,0,1,0,0
7708,7708,12767,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1547,0,1,1,0,0
7709,7709,10249,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2231,0,0,1,0,0
7710,7710,3993,0,0,0,0,0,0,0,36,0,1,0,1,0,0,1448,0,1,1,0,0
7714,7714,1103,0,0,0,0,0,0,0,39,0,1,0,1,0,0,1485,0,1,1,0,0
7715,7715,9721,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1911,0,1,1,0,0
7716,7716,10933,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1825,0,1,1,0,0
7717,7717,8301,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,363,0,0,1,0,0
7718,7718,15656,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1474,0,1,1,0,0
7719,7719,17101,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1551,0,1,1,0,0
7721,7721,713,0,0,0,0,0,0,0,34,0,0,0,1,0,0,1097,0,1,1,0,0
7722,7722,10994,0,0,0,0,0,0,0,25,0,0,1,1,0,0,865,0,1,1,0,0
7723,7723,5439,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1706,0,1,1,0,0
7724,7724,7966,0,0,0,0,0,0,0,28,0,0,1,1,0,0,1602,0,1,1,0,0
7725,7725,1485,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1903,0,1,1,0,0
7726,7726,18336,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1224,0,1,1,0,0
7727,7727,2399,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1055,0,1,1,0,0
7728,7728,14522,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1373,0,1,1,0,0
7731,7731,12416,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1303,0,1,1,0,0
7733,7733,7786,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1909,0,1,1,0,0
7735,7735,9571,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,593,0,0,1,0,0
7737,7737,1342,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2461,0,0,1,0,0
7738,7738,18789,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2431,0,0,1,0,0
7739,7739,6414,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,811,0,1,1,0,0
7740,7740,8485,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2136,0,1,1,0,0
7741,7741,11355,0,0,0,0,0,0,0,24,0,1,0,1,0,0,784,0,1,1,0,0
7742,7742,17992,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1224,0,1,1,0,0
7743,7743,15845,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1267,0,1,1,0,0
7744,7744,17039,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1477,0,1,1,0,0
7745,7745,17259,0,0,1,1,0,1,1,33,0,0,0,0,0,0,1168,0,0,0,0,2014
7746,7746,4861,0,0,0,0,0,0,0,24,0,1,0,0,1,0,1246,0,1,1,0,0
7747,7747,17273,0,0,0,0,0,0,0,52,0,1,0,1,0,0,799,0,1,1,0,0
7748,7748,3708,0,0,0,0,0,0,0,24,0,0,0,1,0,0,1701,0,1,1,0,0
7749,7749,5746,0,0,0,0,0,0,0,27,0,0,1,1,0,0,1142,0,1,1,0,0
7750,7750,13761,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2001,0,1,1,0,0
7751,7751,18861,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,1,1302,0,1,1,0,0
7752,7752,10851,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2307,0,0,1,0,0
7754,7754,15385,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1063,0,1,1,0,0
7755,7755,9295,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1382,0,1,1,0,0
7756,7756,9551,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1552,0,1,1,0,0
7757,7757,15649,0,0,0,0,0,0,0,37,0,1,0,1,0,0,1386,0,1,1,0,0
7758,7758,14267,0,0,0,0,0,0,0,38,0,0,0,1,0,0,1967,0,1,1,0,0
7759,7759,8240,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1538,0,1,1,0,0
7760,7760,15737,0,0,0,0,0,0,0,28,0,0,0,1,0,0,1498,0,1,1,0,0
7761,7761,10719,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1873,0,1,1,0,0
7763,7763,7628,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,728,0,0,1,0,0
7767,7767,14599,0,0,0,0,0,0,0,33,0,1,0,0,0,0,137,0,0,1,0,0
7768,7768,2868,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1324,0,1,1,0,0
7769,7769,11518,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1611,0,1,1,0,0
7770,7770,12184,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1492,0,1,1,0,0
7773,7773,11447,0,0,0,0,0,0,0,22,0,0,0,1,0,0,725,0,0,1,0,0
7774,7774,18414,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1240,0,1,1,0,0
7776,7776,14152,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1061,0,1,1,0,0
7777,7777,13493,0,0,0,0,0,0,0,21,0,1,0,1,0,0,729,0,0,1,0,0
7779,7779,1843,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1083,0,1,1,0,0
7780,7780,9957,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1132,0,1,1,0,0
7783,7783,1016,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1601,0,1,1,0,0
7784,7784,11203,0,0,0,0,0,0,0,65,0,0,0,1,0,0,577,0,0,1,0,0
7785,7785,14740,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1251,0,1,1,0,0
7788,7788,11140,0,0,1,0,0,1,0,45,0,1,0,1,0,0,9682,0,0,0,0,2012
7789,7789,7935,0,0,0,0,0,0,0,41,0,0,0,1,0,0,1205,0,1,1,0,0
7791,7791,11236,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,1,0,0
7793,7793,6101,0,0,0,0,0,0,0,70,0,1,0,1,0,0,1140,0,1,1,0,0
7794,7794,8126,0,0,0,0,0,0,0,62,0,1,0,1,0,0,1058,0,1,1,0,0
7795,7795,9328,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,1,0,0
7798,7798,13842,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2225,0,0,1,0,0
7799,7799,11625,0,0,0,0,0,0,0,102,0,0,0,0,0,0,2225,0,0,1,0,0
7800,7800,9717,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2433,0,0,1,0,0
7801,7801,11329,0,0,0,0,0,0,0,52,0,1,0,1,0,0,1286,0,1,1,0,0
7802,7802,16810,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1908,0,1,1,0,0
7804,7804,12597,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1299,0,1,1,0,0
7806,7806,8205,0,0,0,0,0,0,0,25,0,1,0,1,0,0,1098,0,1,1,0,0
7807,7807,7499,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1400,0,1,1,0,0
7808,7808,18325,0,0,0,0,0,0,0,60,0,1,0,1,0,0,1526,0,1,1,0,0
7809,7809,2113,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1547,0,1,1,0,0
7810,7810,12105,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,0,0
7811,7811,9622,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1238,0,1,1,0,0
7812,7812,892,0,0,0,0,0,0,0,23,0,0,0,1,0,0,1835,0,1,1,0,0
7813,7813,16658,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1154,0,1,1,0,0
7814,7814,17056,0,0,0,0,0,0,0,26,0,1,0,1,0,0,-90,0,0,1,0,0
7815,7815,5457,0,0,0,0,0,0,0,23,0,0,1,1,0,0,1460,0,1,1,0,0
7816,7816,5570,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1264,0,1,1,0,0
7817,7817,11474,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1875,0,1,1,0,0
7818,7818,16350,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1176,0,1,1,0,0
7819,7819,14812,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,747,0,0,1,0,0
7820,7820,14628,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,-374,0,0,1,0,0
7821,7821,17018,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1604,0,1,1,0,0
7823,7823,6599,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1251,0,1,1,0,0
7826,7826,4902,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1245,0,1,1,0,0
7829,7829,7967,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2268,0,0,1,0,0
7830,7830,16317,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,719,0,0,1,0,0
7831,7831,12581,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1400,0,1,1,0,0
7832,7832,12406,0,0,1,1,1,1,1,38,0,0,0,1,0,0,1240,0,0,0,0,2014
7834,7834,12602,0,0,0,0,0,0,0,23,0,0,0,1,0,0,757,0,0,1,0,0
7835,7835,18563,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,769,0,1,1,0,0
7836,7836,8850,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1748,0,1,1,0,0
7837,7837,6520,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2225,0,0,1,0,0
7838,7838,8045,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2247,0,0,1,0,0
7839,7839,8647,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,1,0,0
7840,7840,12521,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1698,0,1,1,0,0
7841,7841,14588,0,0,0,0,0,0,0,67,0,1,0,1,0,0,742,0,0,1,0,0
7842,7842,5744,0,0,0,0,0,0,1,30,0,1,0,0,0,0,1653,0,1,1,0,2014
7843,7843,7422,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1622,0,1,1,0,0
7845,7845,12284,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,-146,0,0,1,0,0
7846,7846,13361,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2251,0,0,1,0,0
7847,7847,15144,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1908,0,1,1,0,0
7848,7848,16304,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1604,0,1,1,0,0
7852,7852,31,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1469,0,1,1,0,0
7853,7853,18273,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1259,0,1,1,0,0
7854,7854,10315,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1167,0,1,1,0,0
7856,7856,9673,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2535,0,0,1,0,0
7857,7857,12760,0,0,0,0,0,0,0,52,0,1,0,1,0,0,1225,0,1,1,0,0
7859,7859,4828,0,0,0,0,0,0,0,39,0,1,0,1,0,0,783,0,1,1,0,0
7861,7861,9420,0,0,0,0,0,0,0,58,0,1,0,1,0,0,775,0,1,1,0,0
7862,7862,4740,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1161,0,1,1,0,0
7865,7865,15347,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2063,0,1,1,0,0
7867,7867,15379,0,1,1,1,1,1,0,57,0,0,0,1,0,0,2461,0,0,0,0,2012
